number,polling_station_code,polling_station_name,constituency,district,region,source
205,A013307,R/C PRIM SCH BLOCK D ELUBO,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
206,A013308A,R/C JHS SCH A ELUBO,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
207,A013308B,R/C JHS SCH A ELUBO,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
208,A013309,I.C.T CENTRE ELUBO,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
209,A013310,R/C JHS BLOCK. B 1 ELUBO,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
210,A013311,R/C JHS BLOCK. B 2 ELUBO,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
211,A013401,PUBLIC SQUARE ALABOWALE,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
212,A013402,M/A PRIM SCH. GYEGYEKROM,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
213,A013403,KOJO BLACK KILOMETER 5,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
214,A013404A,R/C PRIM SCH NUNGUA,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
215,A013404B,R/C PRIM SCH NUNGUA,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
216,A013405A,MARKET SQUARE NUNGUA,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
217,A013405B,MARKET SQUARE NUNGUA,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
218,A013406,R/C JHS NUNGUA,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
219,A013407,R/C PRIM SCH COCOA TOWN,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
220,A013408,MARKET SQUARE COCOA TOWN,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
221,A013409,PUBLIC SQUARE MPASEM,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
222,A013410,COCOA SHED NSUOANO/BRIDGE SO,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
223,A013411,MARKET SQUARE NSUANO/BRIDGE SO,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
224,A013412,M/A PRIM. SCH. DORMEABRA,JOMORO,JOMORO,WESTERN,Ghana Electoral Commission 2024 Polling Stations
225,A020101,METH. PRIM SCH. KIKAM,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
226,A020102,COMM SHED. KIKAM,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
227,A020103,SDA PRIM SCH. KIKAM,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
228,A020104A,DAY CARE CENTRE. ASEMKO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
229,A020104B,DAY CARE CENTRE. ASEMKO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
230,A020201,SDA PRIM SCH . ASANTA 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
231,A020202,SDA PRIM SCH . ASANTA 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
232,A020203,CATH PRIM. SCH. ASANTA 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
233,A020204,CATH PRIM. SCH. ASANTA 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
234,A020301,RC PRIM SCH SAWOMA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
235,A020302,METHODIST CHURCH SAWOMA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
236,A020303,MARKET CENTRE ASANTA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
237,A020304,NURSERY SCHOOL BOBRAMA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
238,A020401,ESIAMA CLINIC . ESIAMA 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
239,A020402,ESIAMA CLINIC . ESIAMA 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
240,A020403,CATH JHS. ESIAMA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
241,A020501,CATH PRIM SCH. ESIAMA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
242,A020502,MARKET CENTRE. ESIAMA 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
243,A020503A,MARKET CENTRE. ESIAMA 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
244,A020503B,MARKET CENTRE. ESIAMA 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
245,A020504,POST OFFICE. ESIAMA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
246,A020601A,ANGLICAN PRIM SCH. ESIAMA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
247,A020601B,ANGLICAN PRIM SCH. ESIAMA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
248,A020602A,ESIAMA SEC TECH. ESIAMA 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
249,A020602B,ESIAMA SEC TECH. ESIAMA 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
250,A020603,ESIAMA SEC TECH. ESIAMA 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
251,A020604,SDA PRIM SCH. ESIAMA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
252,A020701A,D/A PRIM SCH. KAMGBUNLI,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
253,A020701B,D/A PRIM SCH. KAMGBUNLI,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
254,A020702,OLD MOSQUE. KAMGBUNLI,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
255,A020703,AGRIC QUARTERS. KAMGBUNLI,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
256,A020801,CATH PRIM SCH AMPAIN,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
257,A020802,COMM SHED AZULELOANU 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
258,A020803,COMM SHED AZULELOANU 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
259,A020901,NKRUMAH DAY CARE NKROFUL 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
260,A020902,NKRUMAH DAY CARE NKROFUL 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
261,A020903,MARKET CENTRE NKROFUL 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
262,A020904,MARKET CENTRE NKROFUL 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
263,A021001,CATH JHS NKROFUL,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
264,A021002,METH JHS NKROFUL,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
265,A021101,COMMUNITY CENTRE TELEKU BOKAZO 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
266,A021102,COMMUNITY CENTRE TELEKU BOKAZO 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
267,A021103A,D/A PRIM SCH. TELEKU BOKAZO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
268,A021103B,D/A PRIM SCH. TELEKU BOKAZO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
269,A021104,COMM SHED. TELEKU BOKAZO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
270,A021105A,D/A PRIM SCH ANWIA 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
271,A021105B,D/A PRIM SCH ANWIA 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
272,A021106,D/A PRIM SCH ANWIA 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
273,A021201,D/A PRIM SCH SALMAN,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
274,A021202,ST. ANNS PREP. SCH. SALMAN,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
275,A021203A,D/A PRIM SCH ALUKU,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
276,A021203B,D/A PRIM SCH ALUKU,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
277,A021204,COMM SHED OBENGKROM,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
278,A021301,D/A PRIM EWIADE ASASETRE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
279,A021302,D/A PRIM EWIADE ASASETRE 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
280,A021303,COMM SHED EBOWU ASASETRE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
281,A021304,COMM SHED EBOWU ASASETRE 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
282,A021305,D/A PRIM SCH NVUMA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
283,A021401,D/A JHS NZEZE. ASASETRE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
284,A021402,ARABIC SCH NZEZE ASASETRE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
285,A021403,ARABIC SCH NZEZE ASASETRE 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
286,A021404A,D/A PRIM SCH BOMOAKPOLE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
287,A021404B,D/A PRIM SCH BOMOAKPOLE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
288,A021405,COMM SHED NVELESOLO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
289,A021501,COMM SHED EKPOKU. TANDAN,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
290,A021502,CATH PRIM SCH TANDAN,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
291,A021503,CATH CHURCH AKYEKYERE TANDAN,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
292,A021601,D/A PRIM SCH ADUBRIM 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
293,A021602,D/A PRIM SCH ADUBRIM 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
294,A021603,PRESBY PRIM SCH BETENASE AWUNASUAZO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
295,A021604,D/A PRIM SCH MPEASEM,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
296,A021605,MARKET SHED NGABAWIE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
297,A021606,CHIEF'S PALACE. PEBULU,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
298,A021701,D/A PRIM SCH AKROPONG 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
299,A021702,D/A PRIM SCH AKROPONG 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
300,A021703,D/A PRIM SCH NYAMEBEKYERE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
301,A021704,D/A PRIM SCH. KOTOKUOM,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
302,A021801,MARKET CENTRE AWIEBO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
303,A021802,CATH PRIM SCH AWIEBO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
304,A021901,D/A PRIM SCH EKOYIAWIE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
305,A021902,D/A PRIM SCH MANTUKWA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
306,A022001,RURAL BANK. AWIEBO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
307,A022002A,D/A PRIM SCH AWIEBO JUNCT.,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
308,A022002B,D/A PRIM SCH AWIEBO JUNCT.,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
309,A022003,CHIEF'S PALACE AWIEBO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
310,A022004,D/A PRIM SCH EBI,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
311,A022005,CHIEF'S PALACE MALANU,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
312,A022006,COMM SHED KENYAMEZOR,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
313,A022007,PENTECOST CHURCH. MACHINE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
314,A022101A,CATH PRIM SCH AB BOKAZO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
315,A022101B,CATH PRIM SCH AB BOKAZO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
316,A022102,COMM SHED ALLA BOKAZO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
317,A022103,MARKET CENTRE AKPANDUE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
318,A022104,COMM SHED EDWAKPOLE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
319,A022201,CATH PRIM SCH AIYINASE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
320,A022202,CATH PRIM SCH AIYINASE 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
321,A022203,METH CHURCH AIYINASE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
322,A022204,METH CHURCH AIYINASE 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
323,A022301,D/A PRIM SCH AKOTO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
324,A022302,D/A PRIM SCH ALOAKPOKE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
325,A022303,COMM SHED AWIASO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
326,A022401A,POST OFFICE AIYINASE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
327,A022401B,POST OFFICE AIYINASE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
328,A022402,POST OFFICE AIYINASE 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
329,A022403,ACTION CHURCH AIYINASE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
330,A022501A,COMMUNITY CENTRE AIYINASE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
331,A022501B,COMMUNITY CENTRE AIYINASE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
332,A022502,COMMUNITY CENTRE AIYINASE 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
333,A022503,ANGLICAN PRIM SCH AIYINASE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
334,A022504,ANGLICAN PRIM SCH AIYINASE 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
335,A022505A,AREA COUNC. OFFICE AIYINASE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
336,A022505B,AREA COUNC. OFFICE AIYINASE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
337,A022601,COMM SHED NYAMEBEKYERE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
338,A022602,COMM SHED PELEKPOLENU,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
339,A022603,D/A PRIM SCH SENDU,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
340,A022604,COMM SHED. NEW SANFO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
341,A022701,D/A PRIM SCH AYAWORA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
342,A022702,D/A PRIM SCH EKOKONU,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
343,A022801,D/A PRIM SCH MENZEZOR 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
344,A022802,D/A PRIM SCH MENZEZOR 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
345,A022803,COMM SHED KAKEBENZELE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
346,A022901,ACTION PRIM SCH BASAKE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
347,A022902,DAY CARE CENTRE BASAKE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
348,A022903,MARKET CENTRE BASAKE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
349,A022904,D/A PRIM SCH DOMEABRA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
350,A023001,METH PRIM SCH ATUABO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
351,A023002,D/A JHS ATUABO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
352,A023003,METH PRIM SCH ASEMDASUAZO,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
353,A023101,D/A PRIM NGALEKYI,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
354,A023102,METH PRIM SCH ANOKYI,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
355,A023103,D/A PRIM SCH. BAKU,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
356,A023104,D/A PRIM SCH. NGALEKPOLE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
357,A023201,CATH PRIM SCH EIKWE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
358,A023202,MARKET CENTRE EIKWE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
359,A023203,COMM SHED KRISAN,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
360,A023301,D/A PRIM SCH SANZULE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
361,A023302,D/A PRIM SCH SANZULE 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
362,A023303,D/A PRIM SCH AKONU,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
363,A023304,D/A PRIM SCH NEW BAKANTA,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
364,A023401,D/A PRIM SCH ASOMASE 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
365,A023402,D/A PRIM SCH ASOMASE 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
366,A023403,D/A PRIM SCH DADWEN,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
367,A023404,D/A PRIM SCH BASAKE NO 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
368,A023405,D/A PRIM SCH KROBO-LINE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
369,A023406,D/A PRIM SCH BONSUKROM 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
370,A023407,D/A PRIM SCH BONSUKROM 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
371,A023501,D/A PRIM SCH KWESIKROM 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
372,A023502A,D/A PRIM SCH KWESIKROM 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
373,A023502B,D/A PRIM SCH KWESIKROM 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
374,A023503,D/A PRIM SCH AIDOOSUAZO 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
375,A023504,D/A PRIM SCH AIDOOSUAZO 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
376,A023505,D/A PRIM SCH MANDUGBANE,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
377,A023506A,D/A PRIM SCH ANKASA-EWEREKO.,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
378,A023506B,D/A PRIM SCH ANKASA-EWEREKO.,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
379,A023507,D/A PRIM SCH ADJEIKROM,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
380,A023601,D/A PRIM SCH SANTASO 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
381,A023602,D/A PRIM SCH SANTASO 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
382,A023603,D/A PRIM SCH ADIEMBRA 1,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
383,A023604,D/A PRIM SCH ADIEMBRA 2,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
384,A023605,D/A PRIM SCH. AMONOKROM,ELLEMBELE,ELLEMBELE,WESTERN,Ghana Electoral Commission 2024 Polling Stations
385,A030101,FISHING SHED APEWOSIKA 1,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
386,A030102,FISHING SHED APEWOSIKA 2,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
387,A030103,ATLANTA SALON APEWOSIKA,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
388,A030104A,KINGDOM CITY ANTO APEWOSIKA,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
389,A030104B,KINGDOM CITY ANTO APEWOSIKA,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
390,A030201,M.A PRIM AKONU,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
391,A030202,COMM. SHED AGYAN,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
392,A030301,COLD STORE AXIM,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
393,A030302,GPRTU SHED AXIM,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
394,A030303,TANKO VIDEO AXIM 1,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
395,A030304,TANKO VIDEO AXIM 2,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
396,A030401,TARKWA HOUSE AXIM,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
397,A030402A,DR. BEAMISH SCHOOL AXIM,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
398,A030402B,DR. BEAMISH SCHOOL AXIM,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
399,A030403,AWIEN NZE LODGE AXIM,EVALUE AJOMORO GWIRA,NZEMA EAST,WESTERN,Ghana Electoral Commission 2024 Polling Stations
